,Job_Title,Company_Website,Seniority Level,Employment Type,Job Function,Industry Type,Selected Role Daily Task
326,Principal Data Scientist,https://in.linkedin.com/company/walmartglobaltechindia,Director,Full-time,Engineering and Information Technology,Software Development,"Walmart seeks a Principal Data Scientist to develop AI/ML models, collaborate with stakeholders, and lead a team of scientists and engineers."
327,Senior Engineer - AI ML,https://www.linkedin.com/company/qualcomm,Not Applicable,Full-time,Other,Telecommunications,"Qualcomm seeks a Software Engineer to design, develop, and optimize AI models for embedded systems and cloud edge software."
328,Interesting Job Opportunity: Data Scientist - Machine Learning,https://www.linkedin.com/company/golden-fox,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Data Science Engineer needed with 3-4 years of experience in Python, machine learning, AWS, and Azure."
329,Python Developer - QA Automation,https://in.linkedin.com/company/www-green-clover-in,Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Experienced QA automation engineer with proficiency in Linux, Docker, Java, CI/CD, and cloud technologies."
330,Engineer - Core,https://in.linkedin.com/company/airtel,Mid-Senior level,Full-time,Engineering and Information Technology,Telecommunications,"Candidate should have expertise in Geo analytics, RF use cases, and optimization tools for 5G/LTE networks."
331,Data Scientist II,https://www.linkedin.com/company/g2dotcom,Entry level,Full-time,Analyst,"Technology, Information and Internet","G2, a software marketplace, seeks a Data Scientist II to lead model development, contribute to machine learning product development, and mentor junior team members."
332,Lead Data Scientist,https://in.linkedin.com/company/acko,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","ACKO, India's digital Insurtech company, seeks a Lead Data Scientist to drive AI solutions for customer-centric problems in insurance."
333,"Associate, Data Scientist, Data Chapter",https://sg.linkedin.com/company/dbs-bank,Not Applicable,Full-time,Engineering and Information Technology,"Banking, Financial Services, and Investment Banking","Data scientist role in banking industry, utilizing machine learning for customer management and revenue generation."
334,Senior Data Scientist FMCG,https://au.linkedin.com/company/quantium,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Quantium seeks a Senior Data Scientist to lead projects, deliver solutions, and manage analytics quality in a fast-paced environment."
335,Pyspark,https://in.linkedin.com/company/tata-consultancy-services,Mid-Senior level,Full-time,Other,Telecommunications,"Spark with Scala Developer needed in Chennai with 4-6 years of experience. Must have skills in Spark, Scala, Spark SQL, Hive, AWS, and more."
336,AI / ML Engineer - Data Modelling & Statistical Analysis,https://in.linkedin.com/company/nymbleup-solutions-pvt-ltd,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"AI/ML engineer with 3-5 years of experience in time series data, ETL operations, and deploying ML models into APIs."
